a0,b0,c0,a1,b1,c1,x12,x15
a225042d,dd530834,19dfe96d,df9457e0,27b22fa4,061509f2,bbfeed6d,dc950e72
37f62a93,ec5887cf,3a28f390,4f1fe738,f120b895,2efa8799,2f58d982,23e2a081
08f38dbb,6793be8f,ca0f9485,4b884198,b1111eea,1069c67e,ca8d14a4,52e9c67e
aa675a3a,ef292204,f0adb6ae,23cf67d5,b3599ceb,d2379c73,f8cdac84,d277bab6
e38ecfee,acd16690,09e62179,6df351b1,3b5556e6,3382d99d,8a62211f,3602c9ad
5088f380,bf33067f,5e690883,08c03db8,98afb340,69d7106b,5ee1b983,69572553
0475768b,baa17624,9dc61a75,bac8bafb,854c95ad,096700df,99a378fc,33afa256
b8110990,8ea02911,868a5121,bfe13ba4,f6852865,25b6ed75,be8b5031,1d97ec51
2006c6c5,a2d31440,8e87bc31,74498e1f,d2d99e2f,b28a6a32,ae853e74,c282e03d
36536f49,65fc86d4,6bef5b22,8e9e3a41,a6c29015,68f15305,69fd5d63,eaef4144
891d752b,1368adbc,510bf63a,c6ab051f,3e72121b,d44acff7,5813c319,d040caf0
6359695e,f90eb30c,f1f51c4d,3babf273,e7e4bbaa,195ec8c9,f3bd144b,03f4c8eb
5ff0fc9c,b8470b74,b1484747,cbf3ffcd,c46a024b,8596910b,ed684f5b,cdb79806
780dfccb,989bd0a7,02143bd9,55612703,984d2483,bcd12b7a,0210cfd9,bc910f7a
74b448a1,5e31a9f8,2077ed33,6a5eb5ee,06b03058,870b2f4f,70f7e593,cf0bbeef
42de544b,532a589f,4d3d5130,7608f29d,02bdaa4c,be604085,0dab0173,ee60b214
16658ae6,4e6da476,83725e50,893ceaef,cd8e4e38,41daa71f,8113d416,c0fa4d51
39a36998,335d5569,686db733,7524f231,1885eebd,fb4dee79,41ed9ea3,da4d5c69
52832bcc,9ec41f68,7fd41dbf,26bec98d,bcac52b0,6719c179,7dd41477,453188f1
5beccca5,c4c7f990,41cc47b6,96280f9f,b954bef0,c729cbd5,184c0396,d329ccd5
13623262,1b157d5e,4844a9ef,e06da6cc,8cdc7c19,864ba15d,5b04a9ad,0602a119
0ce35143,f956ef4d,77c9e1c9,e9c5bc8d,bb8d6a4e,6f1f9513,770ae0ca,2fde1112
265a1b1a,e558fe2a,02a9af4d,c03cf909,cf8099a1,da5930e8,20f1ac47,da4151e1
de81142e,366e547d,fd3b406a,9acc2b5a,1b583330,bef73f89,f13b4466,b6f31cc1
d30f9ea6,30ac5c8c,2cd628a7,bce97de9,ea6e5c7a,817430a9,fed42801,19b43049
c92b9174,9b226bcb,f58a2242,6957977f,0b1a013a,15d9ac0c,75a22232,15c9ae7d
3574efad,169c3122,5f29b9b9,eb023f72,04e3042f,f82e51a4,4f5d9cb4,fa2c64a4
2a7b7956,624ac469,b627206d,0f709654,0af17a6e,60554f18,9e1c186b,6865d91c
ace0f338,04f16978,b8ab6062,e8c32e87,864cfbad,65c58a41,380bf272,e54488c4
bac6ee56,ab214b89,e1a6211e,2fdff95b,8f55cb0b,59f6e228,c1e2a11c,7da2622a
e12d6695,5f691165,35da9924,9ded1ffd,efdf477b,0154951a,95fedf30,91f08306
3bf4a9a9,8b361ecf,31902140,ef1ec288,13e11ee6,93f089be,29442169,1be689b6
48d3b0a4,56ed97a1,5946e517,a18c1224,dc02f790,85be239d,5185c537,053223bd
334ba2cc,4b732ed1,0835faf5,cc991eb5,c492492c,ae956aab,0b74d839,22146c1e
fa40ca77,48649a87,e0fc1575,03f4985a,23b9d88d,7325ae95,8abc5777,70f1ae9f
37736acb,d34fc9ed,c74aa7fd,75b44722,a0d9b3a3,861a4504,f458cdb7,f78e0706
74e89a5f,ce4b8fce,c2b1726c,2576a2a6,39e45f94,3624f7b6,b619e236,130277b4
a099843e,937661de,5d9f3da6,a6d9cb55,bd64999f,4dea771a,7d8fbda6,6bfabf5b
0e762f0e,51890001,c36efa28,7ce76bef,ec5f910e,f9995e48,cf38fb26,c55f5f47
a33d642f,fcfd014a,32b5ecf2,6a9096c2,0e9ce7a6,8b6641e1,909488de,e966c721
a7bde0ec,2a8cec35,1257edb8,14ffe38b,029529cb,c5aaaead,324e2d54,c5b36f27
fbb638a3,f2d26721,8943d3df,1a436111,7acded3c,32e486d0,0155dbde,3ae786c1
8b7c8fe1,c5d53243,66b44c2c,485e4edb,50e02528,39c7b8f8,e7804b4d,39d3beb3
a6db23fe,43605291,31962982,17a5c7dd,8d1c7448,31d7ac34,b7ce0b5a,37f3aaed
224e6083,159e5ac0,08478eec,bd26b763,290a996f,31592513,2843ce6f,0d5da630
2e3cf441,91caf6ef,4b9759bb,949d3e55,385fbc11,0977b6fc,638319fb,89e2bca8
d103ce7c,c3e56c2f,21e563cf,60d4267e,9ce7c576,91f5a90b,70e7eb97,d1f58953
961a783d,6f930afe,a6626e7f,644e600e,c389ac1a,c6937442,22784e5b,e2995446
a4501169,987e1901,08bda632,0102a04a,808ee067,f3cdfe9c,08edb752,f3cd5ede
1d080079,6293070f,b598764f,82ee7df7,b91fb505,abc1ba38,ac907647,294d8a3a
1c073ab0,a691a552,ccbac423,98631dec,4c7e7b87,0e591ad2,c4bddeb3,863a0616
b06b81c9,3845097d,893e3dd3,821b84f4,165c1f8e,5d77e21c,a9373d12,5f6ee6ec
8bd1d936,dc463a7c,a6b6f213,f4ca32d8,eb8c6078,2f7cb922,a576aa17,1bb6ab22
8ad646b9,3ea24959,65df938d,1ff087bd,3a82fce1,d5d75956,65df9735,d1f7dcee
6bbdfec7,5004fee5,27305b1c,5c1fcc35,2c725dec,9dc1a42a,4f04f91d,c1d7242b
1d2c2149,3d063d0a,36699975,8434dfe5,ab59b9cb,16b83ae0,22659934,92acbe21
b9a37a9d,00b1e7a3,c87845e7,b35e3adb,6e1ec761,b9621103,e0db6567,9b6c31c1
cddb0e15,b808902b,9cace457,63cbcb38,aaa8cf00,73c18fbf,9c2cea56,7141c497
7ce97df9,6e11145f,be826f26,02452a2a,d236189c,69cf17c5,82a363e7,69ca1fc7
6f6f7574,c9cd3908,483bbf78,ce31ccf1,711273ba,40785b74,6074ff48,c86913c4
e7ba7d43,e4c0a3fb,07572b97,36bbfe61,39e2ddd5,a161410c,c2755795,b5433f2c
df882ba5,bfed3d72,1671ed70,6dec40e5,c50346b3,dde030dd,4cf9c6f1,b50c701c
4a237b10,4849a5dd,f8e4d452,7f873ef1,92ad5aae,f6ebb8f7,b2c4af42,ac6f8686
78cbeb93,dc5a8e27,3876b8c8,4a67a87c,f11d5856,ae51ce1b,10357ad9,a6164e6b
45b228eb,965652ef,49c98f4b,7c5c66bf,dea8679f,df9b7343,097baf2b,97c75773
9e1a189f,25ece86d,6a56d41d,99445532,2593bdb3,1b49e241,6a4cc483,1b0db753
087301aa,ccae16ca,ed50dfa5,06c0425c,66533076,0da97dea,e521df0d,0f697ff6
0eb23001,42084ff8,7e2e1781,08e73c32,bbc9ed61,80d769c4,76ae3780,881649d4
170d9277,031aef85,c1a8c4ac,6a1b5dac,391ddf0f,4b52ee0c,d3add4ae,6151fe84
c69f56a6,ceb97af1,2ed4bd63,2b946f8c,99cf669b,f444738a,68c2a941,f7507f82
a2468fb2,40911d83,b8a35623,0e7f47a3,c32ad709,45d840fc,3aa1dca1,47e3027e
2648731b,7d2f4dfe,1e8e35ee,cbf09d40,5b202735,fb0f4c13,388657e5,f90f4453
c5c03254,41523caa,fdc07bf8,295541bc,32eabc74,8b333ce2,bc407bac,aa233c7e
18e20d8c,72fe8fe7,0c9b779c,9f9ebcfe,c9986a2f,2c6d90f4,14f97214,b76b343c
efe89cc6,44b66c5f,3c70ad78,b5a37a25,e2045107,d1a4482c,9ad0b138,7506702c
0b1f72bd,65d3573a,58996f75,b3f8d9fa,1915bb78,f4b9085d,509f0f75,c479c01f
af3d3fdf,3e0b16e7,9b646df8,55ea0d18,4d0c50f6,e0a86d36,b8616be9,b1aa6926
78fb873d,df920473,d5a11a8b,7df326ec,a7a092cc,ee2621b3,ad939cb6,9614271f
b0e27b40,4da98596,e3cf3577,ce560d00,adc41e7c,58ddad4b,43af2e37,9899a44b
be737cf4,eac15bb9,cd894cce,97f6df00,80549de3,331c002a,e798089e,3188c62a
77d19689,57402614,ff3d87c6,b4bfb373,a6d409a3,aab014a3,8ead8147,1a243790
249346be,d216cdcf,89c0a5e0,8a4fb3c1,c2669f97,18ee176d,89d0e7f8,18ae052d
0a0b743a,0e246bf4,878bbf8a,0aceb30b,8cff0b6c,1aedda95,8580df92,1827fa9d
45299f40,f05ff863,986e368e,c11c7179,1a2ab44e,041c3205,d84f3a8e,c408722c
09cbb07a,7f64bd49,7c29cc7d,ff580cdc,05f34630,87e56f23,74aa7c05,fdf5677b
d483d62e,b83565e1,c74183cd,f7372e05,f467f53c,0df6b740,834313c1,49e4b745
9f88c29e,c43bb1f5,b9106f41,dd8b84ad,4967cf83,e91c6a21,34182d57,64146e05
fc7335bf,2c17dc76,43d1970a,91855f5c,27241f27,aa4dc327,4be2961b,ab4c8077
38af4872,ce20b9a1,2052a8c2,db603d76,d97ec8a6,e33492e4,305ce8c0,f074a3e2
361553b6,e9f75875,d033a60f,370e646d,981aa309,c14158f0,e036f53b,f04d389c
365ae1c1,8eb94fa4,abe5bff3,de8233d0,0a63f4e0,ff2eb938,afbf1eb3,7bac8a78
b23e52c2,da391822,bec33480,75d94d9f,25e4f6a6,6ae49227,0cdf7600,1f3ddea3
f8f1ccc0,f613241f,76f6e706,8a48aba6,7def3b4e,697d9ba3,fe06eb46,e33590a3
eb816d2f,acbd3cf0,49703205,b5990a87,6a4c7c02,7ebc24f8,8bf17227,fa2d247a
64e1aa54,5b508e6c,f35c7244,19724f87,9bfb20eb,bda5f659,b3fdd840,bd87f8de
9bff4c69,eaba8b73,ddfc60e1,c9ffd09c,ade6b4d6,a3a11216,dea06cc0,e2fd0292
0a934379,36589f1b,073a34db,1cb23fdc,ca56e900,b3cfe0fe,0f3876c2,afcdd6e6
ffa32f20,94ac3390,98020b09,e1a3cb32,f742ac40,9dc05ca0,fba00409,fc62d7b0
ae274956,1cacf05b,bfe0b48f,8773e0e8,32ea05f3,b06e6169,91e6f58f,b62c81c1
6750b19b,75c83c65,5edeea5f,bbb7ff72,163fa550,4d654d85,3d8e7b4e,6ed2d4b5
5c098e25,cbcf2d19,3e0ebaa9,67327f88,09a46561,ce501791,7e07b289,8c725f99
d070aa08,1ef53ea8,0d51b554,f73f5508,4497d22e,c55bb88a,5d311d54,9779fc8a
b74297ac,d2bcdcd4,d34400b2,f1f06539,8b396ac6,574c9c0d,c24496b2,06ccb81d
69ff207b,113272b1,c967b740,0bb8db23,1951c027,43233bfd,c1049752,4b03a9ff
62d636c4,ae702deb,d4637f35,1f99f4bd,1578b765,5ee39fe8,f6636db1,45eb0f64
0d5b24f7,bc2006a2,480b593a,127ac03d,cdb9ca3f,7ccdf40d,49125daf,6cd53410
694da54b,77a5254c,3a25784b,b2bb1b49,b6f8eb93,27453159,7b68fc00,a75c3b10
03d2ae21,bd5740da,16bd221f,500953cc,439f3e84,b82d6410,147d0c1f,e825365c
61524f6f,cc9dc186,cbfcc66f,e30af9b0,299302c7,e258a0d2,aafe852e,035261d2
9b76d31a,9f94857d,dfbc05cb,7d24d85c,ea84c5ca,d19211ae,ceac45d9,a49251ba
596317ca,b7173805,59ee0756,5819f1bf,6d989bab,b0eb9333,01ed04dc,e8e2329d
df5081f5,ea3fb547,375c927f,036d679c,934c01a0,49c5618f,6e0c129a,48a4450b
59e691fd,70df1e58,95b72da8,38e0b988,06db6f08,cfb4d6f0,c5b33cf8,ffb4e7f0
83bddd2a,0b1ba812,532df749,63e0737c,cf47bfb5,e82ca890,d331e26b,a86cbbb4
787c610c,ca818883,855d9ba2,85d460f6,c046e035,7980b68f,8d19fba6,7944d639
456f037c,b0bd446a,d99e57e9,a5904924,f0ed1431,d14ea1d2,99de57b1,d15ee1d2
f646b39d,a3b64383,e4132ba7,6da17934,2fb53853,0dd6d5de,60111837,01d7acce
33cad1e8,258911e9,b1d2ade7,90ecfd01,3e4fc54e,a0951a15,a2107d47,b051ce14
e7d5d2d7,6b283fe5,dc3bb317,aeccdf9a,ef309cac,b86578a8,582b3156,3c6dfba0
33f8e287,a78e959a,1d324bad,49960166,e2eebe2a,d8390898,1c52692d,993909b8
03dc913b,440232bb,14ea358b,161a7ebb,5eef006d,d83bbc15,16262599,ca338e87
c1cda0eb,59901b76,fb8d9db2,23d9c037,61e6efc6,21977a3b,fbc93d12,01c7ba0b
681f920a,8012dc7e,48a75814,ed4a7da1,4a78ba8d,129c31e9,00ad5a16,dad65548
5c4a7765,39fec5ea,3826392a,64a67e75,5916a0c1,df6dc622,786e5c0b,bfcda203
a4a35d74,d813ee2e,513b3e8e,04098038,06cd0805,08ae0019,d5b97aae,0ca68031
e1ca3872,09c081c0,b8a30b48,8679c32a,639b0067,838339eb,d8e90b6a,81dab8c9
2a302b53,7b946340,d6eb120a,b1d93f8b,292b25cd,4fdaaaeb,d4db100b,5f43ac62
8f5a7cf8,02063e3e,66731404,2daaeb4d,eb38e3bd,98a29578,ef694884,b1885c79
877284fb,bc6b556d,5ca53b21,5d0f4b61,f1e8fe32,88afe167,59a7bb7a,c5acea26
12e42f43,a8257fdd,59ad4d12,f6df5fa6,13e6b70c,9cfc4515,4b6d4553,2e3f0d95
ae7408fe,decc0a66,8ca43d2e,bf656961,7f9866ea,c69384ce,2cf035a2,67d7ecce
80a196ce,b3b6e845,3abc8b56,dc89910f,8b841f84,2e1b008c,3a9c1d96,361b918d
ed2a5c0d,3c08b966,36c589a4,2e433299,25634f4b,ec001015,3fefdda9,e443221c
38277af5,1c2d58ed,aa81e785,6fca909d,ada899ae,89608620,9a84a7c4,a8e00621
55cc4c4a,961117b8,0153083f,1489edc9,a55dafd6,ea7fd9e2,101f0075,fa7771aa
b57b6282,f0b24fc5,d9c436e3,c151519d,bbcef91b,cb0bb962,d8bc1461,8a5ba9fe
0bd44e8a,04c0de24,77e9a37e,c2d755c6,e01af4b5,9cd40d6e,7739a9fe,5c060dee
0377b4ad,ef1f08e7,67a368e3,0710be7c,97f2fa51,05a230cf,67c6d847,05a282fb
e9b04203,225b83f8,d21fc6e6,8e94d7e8,44b8e544,433f600e,b2bf84e6,45bf26a6
d5a2d62c,09fec841,f2bb5b74,db2d67d3,5871060f,841bdf63,a3399d78,d5169921
f637111d,5a0b42df,1d83d7d6,ccb32aea,301bbd8f,8c8557c8,7f93c6c6,c4957d88
a2b02820,58e66d30,d53f607a,98a098ec,5bfdda65,c1286c23,d72f407a,c128fc67
fb4c1e3c,aa739b44,0db17026,bdba806e,a5f5384c,42b4e865,06b5722e,4f36686d
78945688,fe9b791c,42708b72,c363ed54,1bd24d71,6f164b19,22709f7a,ae576f5d
c2b1ef9d,2888bde1,92b8783f,5c02a034,6840ee3e,345a7851,d2383ba2,745a7845
ae135b5b,f3921eac,25fc037a,64e5b463,dd5cd764,ab64383a,0bfe4a32,8fa0b87a
16fa30ef,597ffd83,b97bc405,c763625e,2098b22c,73eb904b,a999c4aa,3288d245
e376bf03,e79adabd,a62452eb,a7b75fe0,0eda9c42,eac3b3bb,476454e8,4bc3f55b
358d29af,7431d009,20089695,c49983cb,53867f1f,7d7b6927,058dbf93,79eaea25
e31916c7,0dc8534f,07785f58,db70e3fa,dd24627a,cc861638,c7704f5d,1ce63708
7f5e933f,3b5d2db0,5c65bc34,b4bbccc4,3fdfa053,29f9a9ed,58673d17,2d7b252d
abd8d75d,7577592f,01d721cb,60846432,c4836e82,74c67d42,a00736c6,54425962
31774ad4,bf19fc9c,7e80aaf7,bdca0e6d,e6c2eef8,f860ba83,6fd3a8b3,e1aab8e7
b2949830,a95534b5,d060b612,c27f8341,6d5fabd7,952d176c,50602e32,5527942c
3315e03c,8c34c118,7cdd6e21,af8b66a7,3cdd1d1c,47134958,4cdcae25,e79a0d5c
dcf6d22b,31ed241d,48758cc1,0b3e9c3a,c84cd878,20344db8,90d55ce0,2914d198
59fc8618,1bf195a6,f38981e6,af81f501,252af383,98206d33,eb5187e6,b6a10932
54c706b9,d1d9b964,ec3bbe11,8e0efe4b,d21fab2c,33269b50,ecfdbc19,31208918
916d2e93,1ae9ecea,67c58db5,1ccce492,45c71263,ac05c4ae,76e9a334,b009202e
66fd55b9,110c06cf,f808d925,dc7197fd,7a93526e,ff843384,9a958d84,b7952725
7c061d75,b8eb712d,5d441fea,851c33a0,b2057d72,c5f37fb3,554213bf,c5ff7fb3
a1052927,bcf00861,467ddd3a,1b3ccf18,776b1b3d,c23b9a47,c77cdc3e,c923995f
3dcede43,944fc582,67aedbcc,00337eda,741a699e,86893841,47ea57cc,86981459
5d4e28d8,5bd6e8a8,e6e4e001,73744b1a,6cfc1f88,ba8551b6,f3eec001,89a512b6
76d24aa9,25dcab5a,8e08f12e,ac3e2854,ef1fd560,d5491ec0,cccabb06,5d4b36d0
0fa46b82,d0076643,b4124bee,32035f4e,3aa1711b,9eba1f47,beb648ee,bcb8080f
e08864d1,8f2b3e9b,29bc670c,d0912f77,98f3d006,5e1848b1,2934039d,4e8866a4
45c305fc,e07b6c0c,396bec23,c4c92478,c8e3b11f,658ea461,39ebe933,6506a071
278a944b,6f3f1700,3b3ee548,ce252d6c,be502470,48d20759,3a34f508,88f72639
7da2d5d7,e4118102,21fa6464,85150be6,d054fb9a,43d6d8d4,15fa34f4,47d3d254
70585d3b,4defdfac,5ae11b0c,1a26993c,74d01112,1efbaaed,6af95736,06dd22d1
6a873c46,19b8ff0a,8f394396,ae118168,a7920735,c726e885,a53b7b90,692668ad
7a3ffb46,a753aef5,266ebde7,9fd95e8d,baf3ecae,2a5cbdbf,3e4effa5,37dcffb6
b6825549,4a3847a1,defd686f,5d236180,f43dbfb8,31cca0ea,68fd3866,2dcdc0ea
0bd68d59,619ea41c,a3a4b1df,c74e2c08,f9a4c7ba,25ce45cd,abb6b0df,a5c465cd
edd9b05a,8a095e0e,0c450fd5,b8438506,66c3664a,8961cb22,e08d3f95,2123cb26
11a9aad9,e4f4cfab,55aed078,a8fdaf5e,06d8b68a,4bb91c45,5586f879,eb953545
ffc23cc2,a992b3e6,28ff8de2,78cbf59c,c8c22d2a,4273bdaf,49bf9122,22332923
fc0c3826,0acf779e,6c985360,c394cf89,846c313e,e2329de5,e0985340,60b2db65
e403b610,51d48595,9ada43dc,c7e4985e,81da00a3,841eabb5,5ad8c7cc,441a2ba3
8af60a33,3b4be5fe,0234f575,586e21df,077736a1,00241119,0a00f766,18081046
334cae76,4e01a5b9,80ce65d7,765076f8,255bef6c,6f7a17b6,a3866f83,0d2a5566
1a480a4e,a42ed237,713ed2e2,60dd8113,f8e30c05,24289090,6976d8e0,64e51082
63713c15,30b23bb3,7d41f607,c9045fbf,a0f4b844,8c32edf4,7d01f612,0c36ee43
f95a3bb8,5dd0bff3,09f6bbc8,87a1fbd9,79f6e42a,423daaa9,29f4a050,461df170
7f70a2e0,8edad776,c42cd090,f5da810f,98812aff,03a4b0f0,d27c7010,17fe31f9
1a706015,20387eda,e5dfdb0c,ecd16824,76eeaac9,ef22cda5,f78f9b1d,abf28da5
c34c7f79,b89bc2a4,fc1756c7,22dd43c4,f2a28908,e0e91cf3,be1f1def,e2f05f77
a5200a84,ba32d359,7aa2de44,d1cb6720,26b33c36,4cc152cb,fea2d440,dc4035eb
4f76eaf6,f395d64c,99fdb0c3,9fff48e0,6e7ff8bd,993e4193,949f9a33,04d44973
a6853b9f,ad66463f,38168754,dad3a812,f3271edf,8226df52,3e179fd4,d867d752
5693ec2d,85b18b7d,00a9b727,644ef9aa,398cbdb3,a2cd7624,14b8932b,86c146ae
12bf8e69,35635006,ca327f92,a9dfc931,35c837a1,df0702f6,ca9979b3,df8c43d7
5f1cb937,c8bcf520,5f1976c4,6c98e7c8,23bf8564,9db9eb5d,141946c0,f5b98b1d
c225b11e,738e6927,cc730aba,77b8600b,678fb26e,eb5d4f76,cc729bb2,ff5d0f7f
e2293e71,f398b156,64f44e93,c77bd57c,bb35efc7,4713c1cf,24dd5082,073a95df
03d413e9,9d2e0dfe,a162fcbd,763a8b97,1aae7835,91f26523,a2e2ed74,97f264a0
daa341b9,3b9c1405,010303a7,73c6440f,d77a3713,ee9cda14,c9a102b7,8e5ada12
dc3ba232,69c66862,470a49f8,70d2a372,a104055b,55505fa0,8f0869c8,15927e90
2fe231eb,793343c1,b5b2325a,1a3ec33e,5da642a2,72b451ed,91323339,72a050cf
6b4e746b,fd0ddf21,b4dad9bc,38ea4e73,0a5cce91,2c374502,d79ac99c,1c774532
0634962f,7fc936fe,8309f7c0,bb0ff921,6b0d3e19,ceb4e32d,870df7e7,deb0eb0c
33a891af,47b968e2,12c89d32,d45886a8,e20d8961,94888259,33681cb1,109802d9
4132712a,18a84766,a35723a8,7729cfaf,ad12bb8d,4a67821b,a2655382,7f4f4eb0
a20f6322,c9ad382d,d06a0eb6,4040bde9,c7312bdd,df183b13,d2660d96,df182af3
ebc2f38d,32173d72,7e614852,33301f87,01679473,4566922c,5d21e953,76569b2d
e316c044,6d94185a,d291b71c,715fbf1f,3429c881,0aa4160d,9385775c,5bb98616
2192a7ae,e35d3221,702b6cec,b4ea73d9,ad655665,216e3672,703b48e8,25465632
0957c34d,2230f9c8,421b8046,73b69cac,f9e25761,15526647,4b49024f,46c0eaef
65e09775,8aadf6cd,13546080,969de0f0,85598723,e10e5edb,16b471e4,e79a3e3b
335f428d,6d4753ee,e1195f7a,4a3d999a,3d3984b8,7ab76a0f,f1471d7e,3a8bfb1d
045d4efe,541e26f8,ddcec2bf,1b2b9f28,5fb9bb04,15597410,ddcbce43,1e7ae938
8c3f79e9,888522b3,f34574ca,926b373d,8a4a06eb,8d8b3f1e,f34a5482,8fc01b06
dbd4ed67,47a47afa,8c43ae1e,981f88cf,dac56fa1,973cf687,1503ab5d,0f3df6cc
20f392af,6f23cf8e,01d516fa,9734fc94,c39bb296,5529ac6f,216506f2,d119d07f
f7251a34,f219f691,b8a4e08d,f82e5737,c6a38c39,95890934,8c84faad,a5a35b14
492faab5,ef48e6e0,db2a0066,10044578,de1d6272,6fc24bd1,da2f80f6,7fc64fc1
0bc12b94,24efc196,1a1fc8a8,731a4924,66333557,c214cf38,18dfe828,800c8f38
512939b1,25970af6,a7a3f0ae,47009b7a,6f1cd495,fd1d3a10,e7aae88f,bf1da072
fb484984,c29720ea,700b7c13,90b4ca20,3b27b2ac,24e2b010,890b7c17,b4523210
9668d7e1,ff38ed87,8ffb6b80,735972c8,d33b25f4,129db274,8bfbabe1,329cf234
9d3148ef,52434b33,37dc190c,a74ee3a1,8d0d2c6b,1b5348cb,aadc5944,9c1d2bcb
79b5d97f,49db050a,94850a0e,45eb3633,8d621dff,503b2d51,d434127b,14923d60
d31c4042,aba525fc,a2fc76a5,87e37bda,91d56d3d,9c57128e,b0ec36e5,9e375a4e
a4b4ac81,9617754c,c423c77d,e16da38b,235de87a,003e1487,60234b7d,a1769585
294c9b28,8384bc9a,acd8f1e8,0ac69213,c0985bc8,5d4c7466,add472e8,5f48f674
e1af5e1a,eccc997b,48e62466,5017c946,12f7f1d2,9a2ea327,a8cd6c6e,ca3deb27
d6b17a06,fac5930f,25741f6d,0cabaa29,8b7bdcd6,b1364ce7,75c4556d,b19c46ee
1a43a3a3,36d6b483,d12ca2e0,a6ad2c88,3f2aafe8,2db57873,d96ca1c3,2d19707b
a1c70d8e,d1417d84,3a17dba5,41974096,c46e14ee,7455aef0,3b10d2af,7552eef2
2a4c673e,7523a597,54c14de6,51e667d1,465afb5e,45669de3,76890bee,5406db22
b287e9e3,54356f73,22bc885a,fe05a6a7,63f03c2a,6a3d3d6a,1039c91b,5c383f6b
2dcf1af2,91700952,2cf0e60b,ae39c1fa,2a8389a8,a9649099,0533e6f9,03551063
53a5958f,553bc6af,80297652,34195cc7,03305ea1,80057055,d228e65c,940c6853
4b65d9c8,76d02ed6,51c71241,8b86620d,11ca4e10,8e287b5a,12c75281,8d2a1b5e
932eb266,9f6c3061,7c7aadeb,01c8fde4,4e4216ea,6d6a8fbb,ed548fe9,6c62ab3b
ed24e448,761f9f1a,ac518e69,62efc9e3,a5feb365,0ea81c6b,6d71aa21,4c491408
757a8b42,525e5fe3,7f46026e,904b3cfa,3f74e4c9,2f9fd43a,1a6c896c,2f95ec10
a02b5190,c518f544,c677503e,c5298b29,974ddbcb,07deb298,c67650be,47dfb891
53da06ba,99e0b95a,039c848f,89962276,9d1604d7,b31d2ecd,034e8007,b38b0ec9
3c7d5f18,4d9ea9bf,d075bb1a,47018023,ce3c3265,bd08e15c,d055a002,be08615e
1b50858f,dfcb279c,592744d3,54581456,e6a188f0,a801b0bc,4067c1df,b849b4f8
59ebbd64,ba23ff22,aaef48f6,e1388907,d26ec4dd,b4402f16,e2a67192,d4482611
e2f23838,8d76ada2,5611bca9,7b9c1f4a,15791e34,57b61423,d6138cb9,4fba0721
3d82d9de,a5107b38,57275cf7,b035b627,75038229,4b113610,472585e7,db008611
e7b4120c,da21ebf8,1d601d0c,5d499665,845d22f2,2b25a43e,5b541d04,776d243e
50ffa96c,bd17c346,8e74318c,9bada2ab,f8674e7c,88e3c773,ce04b8a4,89c34759
fee13225,b4f37c64,eba6a428,e63968df,5f419e86,58a37f18,01068608,ba931fda
9eca6d31,0fb9031a,3bd7b608,fb43c338,bb248ba0,bbd3391c,af5fbe38,0bd2b924
57ed53d3,f43802d9,353d23b5,e3c18132,34f4ba71,fba7930c,75f13335,3b67132c
fa42db5f,99324bf4,60f4035a,9ca7d0fb,9842f7b1,54776df1,60b49b1f,5457fdb0
38f9a17f,6252470d,66dd41b8,3e47b78f,3e455288,bd93d301,7ecc40bd,a194c684
a9667d3f,859b9cb1,8a95d76a,02a77865,e988b43d,279f9225,a297ff66,279cba21
8d11a88a,3b93272b,660ec179,525493da,a34a1c94,d2a7f138,ee1fe9f3,c2f7e2a2
367b3060,02662587,c85cfc05,a1798df8,67ede16f,6da9b28c,ec57fc65,4ca03664
393da7a2,81a6a868,65abca2e,c61e3520,9c9de589,0f1a7c06,7c92cf8e,0b007926
9ad895ca,a5f2f55c,7b6a13d3,8f64a7b8,5ee05133,e387d606,e17a9799,6887722e
2c4748ff,0efbc302,6c53fc14,1b18f35a,41903069,74cfb359,6010bc7f,7fc74013
c54b3e21,8cf7b84a,101f3c72,e1ed4621,103df058,41674c2b,94553472,c1af0c2b
97c58b5e,eda7e560,3b718c82,1141ebc6,ff0a5b88,fbac61ed,29f406ca,ebadcb2d
ff0afdf0,3c36ad33,8d54097b,4a2bb755,f53a380d,326ac3b2,445c9c4b,7a6256a6
0cd8e7f9,4df44021,f9c58d5d,1debf260,1fa48f74,3842a55f,f9954a0c,2802671f
27a60c3e,2b15811e,661e3d06,89e674ca,e33a0a76,2b345f90,6638352e,a3125fd8
19cd14c3,66f425ab,68368177,7b9eceac,a81594ba,93ebcda0,60f79176,d96b4da0
c5c47eb3,13df3d01,bc950af5,d9203b39,aeb83e0c,6269efe3,39d108f4,fb49ecea
192fcf4b,ec7a925e,4d78d1f4,0e24720c,5f950bfc,1007c8b2,5c5758f6,1223d8b2
e9861b5f,2f0ef45a,8a79b0b1,f0116e9a,6493f452,53099865,c3fdb0b9,1318986d
0f9998d4,72aa4e4e,5a5d4354,f38242f4,8b452e54,379d3506,53d44344,c61f7516
03756de4,4429e704,88584cb7,8a2be606,17cc414f,c6de5f97,8b3d68f7,c4fff995
f4ee026d,959ae38d,9b23f4e1,8e15587f,1cdabdd3,a0efeb5e,1b63f6ad,28efb300
5a67770a,7abd3ac3,09a860de,4061b2af,00e2f380,db205bc2,53ef21dc,9b61dbc1
58e0c330,b2cb38b2,6304d1b3,be787c56,14cc4115,3125fc3a,63049093,9725843c
