a0,a1,r,c0,c1,expected_value
16202d1d,900838dc,24d85335,32f87e28,b4d06be9,862815c1
b9cd76ef,2a171900,6ff65f45,d63b29aa,45e14645,93da6fef
f0149c1b,7dddb1e3,37789777,c76c0b6c,4aa52694,8dc92df8
9a37ca78,080d5b0b,71d140b6,ebe68ace,79dc1bbd,923a9173
92ff7a5e,36361c9c,cbd189e9,592ef3b7,fde79575,a4c966c2
9d1cc5f4,8ee8ec3e,3553867e,a84f438a,bbbb6a40,13f429ca
19be8107,9013702e,02c78571,1b790476,92d4f55f,89adf129
b068afbe,22615190,52a7a663,e2cf09dd,70c6f7f3,9209fe2e
ba049f8f,682538f7,7d5c796a,c758e6e5,1579419d,d221a778
db593ace,5920bcc7,d8e17ff2,03b8453c,81c1c335,82798609
3af896c4,c2525b50,0c6fc656,36975092,ce3d9d06,f8aacd94
e7ee8794,4619d1f7,37490b5f,d0a78ccb,7150daa8,a1f75663
6b9fb32b,14e4f232,a1e79bc7,ca7828ec,b50369f5,7f7b4119
eeaad329,837a99a6,61be378e,8f14e4a7,e2c4ae28,6dd04a8f
7267b2e0,fe5fef5f,86bb6650,f4dcd4b0,78e4890f,8c385dbf
879bcd8f,bc51eef5,a4e45d65,237f90ea,18b5b390,3bca237a
bda700a7,63c5be4e,b347608b,0ee0602c,d082dec5,de62bee9
1cc63f7f,54f1495f,4f8d9b11,534ba46e,1b7cd24e,48377620
600e0180,bab0cf0b,1463154d,746d14cd,aed3da46,dabece8b
1e9b871b,49a97f31,c0eb07a2,de7080b9,89427893,5732f82a
0ed122aa,07ef918f,83a9ea80,8d78c82a,84467b0f,093eb325
c4e75da3,1fdc2801,3bd720c8,ff307d6b,240b08c9,db3b75a2
7d32096e,6a58e446,c21cc34a,bf2eca24,a844270c,176aed28
ea806321,2d6ebfbf,19678ff4,f3e7ecd5,3409304b,c7eedc9e
80758287,b3346d88,42528bc7,c2270940,f166e64f,3341ef0f
f36d0b3d,c859d7cc,38ad648f,cbc06fb2,f0f4b343,3b34dcf1
278d0192,0cf1af84,18f00159,3f7d00cb,1401aedd,2b7cae16
b683e179,33bb7b8e,4e91864d,f8126734,7d2afdc3,85389af7
12bc5844,16ec5899,935bebdb,81e7b39f,85b7b342,045000dd
e2a61a31,75402384,081b3b2e,eabd211f,7d5b18aa,97e639b5
4e82d2aa,8477829e,e1a46a94,af26b83e,65d3e80a,caf55034
27791669,12c65b61,a8a6fc29,8fdfea40,ba60a748,35bf4d08
0d08385a,7a4a9f2b,fd1b1db0,f01325ea,8751829b,7742a771
77502c93,690b48a1,d49f5f60,a3cf73f3,bd9417c1,1e5b6432
71c2424f,9f45a66d,ccfa695b,bd382b14,53bfcf36,ee87e422
d15ce427,001e59e0,66837765,b7df9342,669d2e85,d142bdc7
e701b890,f38d5524,e644117b,0145a9eb,15c9445f,148cedb4
37068483,33b1f346,2626e4f4,11206077,159717b2,04b777c5
dc931a26,ab7eaa6b,9ebc38bb,422f229d,35c292d0,77edb04d
7c87cad5,85c8da7f,466c6825,3aeba2f0,c3a4b25a,f94f10aa
d77e63e7,5f05efa1,cea6b14d,19d8d2aa,91a35eec,887b8c46
a067a77d,c440e438,d7cf406e,77a8e713,138fa456,64274345
93997089,c8300098,91c3cd2e,025abda7,59f3cdb6,5ba97011
7b545e53,c97824ba,7eb9523a,05ed0c69,b7c17680,b22c7ae9
9fb35c8a,fe88a865,8a013a87,15b2660d,748992e2,613bf4ef
8eb16501,52063b8d,7255b63d,fce4d33c,20538db0,dcb75e8c
5e009863,3e5ff517,867b3348,d87bab2b,b824c65f,605f6d74
88f3c200,73e9b9e8,0c24d1a9,84d713a9,7fcd6841,fb1a7be8
b8a85f83,49340097,ece3e184,544bbe07,a5d7e113,f19c5f14
328a4f78,4977670b,7ea2eb8c,4c28a4f4,37d58c87,7bfd2873
770f9c5a,94aca930,80516a2e,f75ef674,14fdc31e,e3a3356a
c05eb08a,40c3e248,b3e475a4,73bac52e,f32797ec,809d52c2
67d2cd8d,51dded6e,452c3b45,22fef6c8,14f1d62b,360f20e3
c34182b8,8e505497,e23a4797,217bc52f,6c6a1300,4d11d62f
97a358d7,25d71757,dce9f3b0,4b4aab67,f93ee4e7,b2744f80
5c1415f8,b0530d6c,a580c90e,f994dcf6,15d3c462,ec471894
876f8eaa,48d5a991,7ae90e77,fd8680dd,323ca7e6,cfba273b
87dbb212,e8ccd0a2,f7ed1f1c,7036ad0e,1f21cfbe,6f1762b0
519e48e4,ca68934c,e1458396,b0dbcb72,2b2d10da,9bf6dba8
48d31474,f2adfa17,cd5ca091,858fb4e5,3ff15a86,ba7eee63
59c629d1,0c882cc9,3ec1ed1d,6707c4cc,3249c1d4,554e0518
5e48f1af,f1dab07c,6679ff45,38310eea,97a34f39,af9241d3
193fad97,4078817b,7c6cc886,65536511,3c1449fd,59472cec
cd5433ec,8fff0035,21af2a20,ecfb19cc,ae502a15,42ab33d9
8655598d,b29f0655,96db78ba,108e2137,24447eef,34ca5fd8
b09d7e3d,5187f957,754a6a4b,c5d71476,24cd931c,e11a876a
9dc04acc,c16e731b,aea59754,3365dd98,6fcbe44f,5cae39d7
d726f566,0c7e9f56,531d5802,843bad64,5f63c754,db586a30
23a81167,06d90051,f81f1fff,dbb70e98,fec61fae,25711136
04647603,8356eb46,35fa1c0b,319e6a08,b6acf74d,87329d45
d78c5ecd,7e91623c,704a7ba9,a7c62564,0edb1995,a91d3cf1
6d092a0b,eb317d8c,5d87d2a4,308ef8af,b6b6af28,86385787
b5d7f36f,037dc125,eb08fc85,5edf0fea,e8753da0,b6aa324a
a70711a1,83c46539,c4592d1f,635e3cbe,479d4826,24c37498
c55fe3d9,432bb16b,451f72c0,80409119,0634c3ab,867452b2
fe7a5329,687143a9,d23d753e,2c472617,ba4c3697,960b1080
a5e4d362,7fea7c01,038e8f94,a66a5cf6,7c64f395,da0eaf63
040971a3,df49b7a2,fded64ce,f9e4156d,22a4d36c,db40c601
a677cc2a,357de64b,77a29a3e,d1d55614,42df7c75,930a2a61
790591f2,d3980ae5,414c9b8a,38490a78,92d4916f,aa9d9b17
b09987b2,56b1f76e,d9201321,69b99493,8f91e44f,e62870dc
ffaf38e5,a27e6579,97b8bb96,68178373,35c6deef,5dd15d9c
c5b5509f,479696bc,20c91c37,e57c4ca8,675f8a8b,8223c623
6754fb65,ec68042b,cc12f266,ab460903,207af64d,8b3cff4e
7e1c8f6b,8d142b2a,958e938d,eb921ce6,189ab8a7,f308a441
393591af,dbe75e33,dbf87e87,e2cdef28,001f20b4,e2d2cf9c
21627526,559806ab,91c082af,b0a2f789,c4588404,74fa738d
8d15d561,88b15952,563d5f98,db288af9,de8c06ca,05a48c33
5e4fce6d,76e465ce,3b94bb1e,65db7573,4d70ded0,28ababa3
5ac7785d,2f51b59d,58eaf765,022d8f38,77bb42f8,7596cdc0
f1ecf9f0,ecc462d4,057b55d9,f497ac29,e9bf370d,1d289b24
2ea64155,e20d4daf,e1148c98,cfb2cdcd,0319c137,ccab0cfa
4428777c,96339337,fd763a77,b95e4d0b,6b45a940,d21be44b
18ca88d9,6b3305a0,1dbf80d2,0575080b,768c8572,73f98d79
2e6bacd3,85372efa,d5077986,fb6cd555,5030577c,ab5c8229
a495f568,52b5bae8,44fd8c86,e06879ee,1648366e,f6204f80
806bfeb2,688f8cb2,255d072a,a536f998,4dd28b98,e8e47200
5b19a278,af076e6b,1a9c77ad,4185d5d5,b59b19c6,f41ecc13
53ba8b7f,e5f6801b,900c8180,c3b60aff,75fa019b,b64c0b64
94698fa4,e0446bbd,33372982,a75ea626,d373423f,742de419
cdb92e5d,9db6925b,6cb993d8,a100bd85,f10f0183,500fbc06
c4f53656,cb5b99de,a187154b,6572231d,6adc8c95,0faeaf88
9aea64e4,a7808292,4e8a8e44,d460eaa0,e90a0cd6,3d6ae676
201306ff,147a97c0,04bc8abf,24af8c40,10c61d7f,3469913f
794df224,1d0414d8,3bc89312,42856136,26cc87ca,6449e6fc
bfb38362,c998fced,eee57fba,5156fcd8,277d8357,762b7f8f
8a6bf160,b490d501,5999df79,d3f22e19,ed090a78,3efb2461
ab205442,3cb98bd8,375f6cef,9c7f38ad,0be6e737,9799df9a
b0adabab,38bbc835,32c949b6,8264e21d,0a728183,8816639e
fb3ca8dc,98d99c11,b402217d,4f3e89a1,2cdbbd6c,63e534cd
f11a9ad9,8a099adb,cf4c7b99,3e56e140,4545e142,7b130002
6258745e,faec7c2f,5f01415c,3d593502,a5ed3d73,98b40871
643e07a4,9c5c8bb6,1154e441,756ae3e5,8d086ff7,f8628c12
a429556c,0316bebc,7228bb86,d601eeea,713e053a,a73febd0
df464fe5,a2c8b1bb,2ef20f6b,f1b4408e,8c3abed0,7d8efe5e
eb4e9aca,25976233,975a7dec,7c14e726,b2cd1fdf,ced9f8f9
f2ec6fa3,f9bc1a4a,47788504,b594eaa7,bec49f4e,0b5075e9
73ce4dde,041ffc80,934fdf76,e08192a8,975023f6,77d1b15e
5aca0fbb,817fe3bf,fed31212,a4191da9,7facf1ad,dbb5ec04
d37309b0,12d505c2,db2b93f4,08589a44,c9fe9636,c1a60c72
4987537a,931af83c,e39dc8c8,aa1a9bb2,708730f4,da9dab46
a4328b27,93e52850,ce3ba55b,6a092e7c,5dde8d0b,37d7a377
e421600c,25ceddae,2377ec4a,c7568c46,06b931e4,c1efbda2
1956bcaf,d3e20939,2623345c,3f7588f3,f5c13d65,cab4b596
6ca745e2,709b94ea,a3dd65d7,cf7a2035,d346f13d,1c3cd108
935d7a15,ac206f95,0ce31fd6,9fbe65c3,a0c37043,3f7d1580
50fdb902,400edeb1,0a2f4f31,5ad2f633,4a219180,10f367b3
29c09341,038df2cb,ef0e10a3,c6ce83e2,ec83e268,2a4d618a
e1b22878,4c7cc1c1,859c60ae,642e48d6,c9e0a16f,adcee9b9
6f79a2d3,d25ef54e,de848071,b1fd22a2,0cda753f,bd27579d
8c009433,62651c56,2b25e151,a7257562,4940fd07,ee658865
30b60e8e,014ea94c,08097ec3,38bf704d,0947d78f,31f8a7c2
d23b9afa,f888b8ea,083b891d,da0013e7,f0b331f7,2ab32210
4fda94a0,feb64ef6,c13f055e,8ee591fe,3f894ba8,b16cda56
f2f5ced6,1034f8d0,e653f332,14a63de4,f6670be2,e2c13606
9b105042,a67a6cc7,20a9c88d,bbb998cf,86d3a44a,3d6a3c85
63212ea2,24d265cd,e815a0ac,8b348e0e,ccc7c561,47f34b6f
54de6095,51c4e020,65035aea,31dd3a7f,34c7baca,051a80b5
f0f8c8b3,a39bc360,32470412,c2bfcca1,91dcc772,53630bd3
a8063a60,4550a59e,738cb11d,db8a8b7d,36dc1483,ed569ffe
110b8ebd,905ae72a,25323379,3439bdc4,b568d453,81516997
244a6d34,ac73661c,082742d7,2c6d2fe3,a45424cb,88390b28
6b8bbb9e,10d5f955,4e3a925c,25b129c2,5eef6b09,7b5e42cb
3bfad140,122e3449,146d8a95,2f975bd5,0643bedc,29d4e509
146f8bd2,8a480576,ad4c1924,b92392f6,27041c52,9e278ea4
d4ea3989,fae72635,6d2e8739,b9c4beb0,97c9a10c,2e0d1fbc
c989f9e2,0908cbb5,ad8c8a06,640573e4,a48441b3,c0813257
4f932a72,55cf77a7,d2b17347,9d225935,877e04e0,1a5c5dd5
555d54e2,2847a7e8,87f4ff5b,d2a9abb9,afb358b3,7d1af30a
092854f0,8cbf6160,c86b980b,c143ccfb,44d4f96b,85973590
5f313fc1,1d8805a2,b4fb15db,ebca2a1a,a9731079,42b93a63
3d80cc0c,ab4a150f,349e7f09,091eb305,9fd46a06,96cad903
9a39abce,6f423a21,c77a8714,5d432cda,a838bd35,f57b91ef
221694dc,9de2cd10,8c146626,ae02f2fa,11f6ab36,bff459cc
c6291bf8,2cd2deb1,6ab03bdd,ac992025,4662e56c,eafbc549
aafb4323,ff8c2078,79298550,d3d2c673,86a5a528,5577635b
fdd3ea0a,08d22f52,20f5c9c9,dd2623c3,2827e69b,f501c558
5df7b68f,b7f8efb6,2b409e5a,76b728d5,9cb871ec,ea0f5939
f1498b4e,4cf541f5,c62b52af,3762d9e1,8ade135a,bdbccabb
9acc5a04,a302bfff,2086a35f,ba4af95b,83841ca0,39cee5fb
b4b46519,a2641ff0,e705be27,53b1db3e,4561a1d7,16d07ae9
5e8eb656,8dfae06d,bb33a9a9,e5bd1fff,36c949c4,d374563b
b9b36c6a,feaa17ae,e4a44569,5d172903,1a0e52c7,47197bc4
80903fbf,0580fd92,0010129d,80802d22,0590ef0f,8510c22d
d047b116,48d57d39,7685cd83,a6c27c95,3e50b0ba,9892cc2f
53718a01,000afefe,1ffc4b42,4c8dc143,1ff6b5bc,537b74ff
9bc2ad20,e96bdcbb,c7c5ce8f,5c0763af,2eae1234,72a9719b
bbde2f63,1aff0971,c2c9ddae,7917f2cd,d836d4df,a1212612
c23524f4,3a26e94c,dbbdeeff,1988ca0b,e19b07b3,f813cdb8
c66d1c76,f866bfc3,925105a7,543c19d1,6a37ba64,3e0ba3b5
fcd98cb3,f781cfd5,7cb49e49,806d12fa,8b35519c,0b584366
ece7dfd6,3b658535,a3c2f084,4f252f52,98a775b1,d7825ae3
91394474,f54dac92,cfb94dc5,5e8009b1,3af4e157,6474e8e6
cc5c83ac,914eddb6,aa742f63,6628accf,3b3af2d5,5d125e1a
359fd0de,d5a7253b,9691c345,a30e139b,4336e67e,e038f5e5
edbab7f6,32668ba4,80d8ea9d,6d625d6b,b2be6139,dfdc3c52
f3028e3b,38594161,8bb02901,78b2a73a,b3e96860,cb5bcf5a
77005e01,64c63f71,49c47bd6,3ec425d7,2d0244a7,13c66170
e7b16543,d9f2fd78,276f5fb7,c0de3af4,fe9da2cf,3e43983b
75976304,fd4ae8c7,013dea5c,74aa8958,fc77029b,88dd8bc3
dddaf72e,f432d05a,307dc402,eda7332c,c44f1458,29e82774
b2253039,4b545d77,eb929f58,59b7af61,a0c6c22f,f9716d4e
26aec7b2,0d264a8a,3712cbde,11bc0c6c,3a348154,2b888d38
15f0d0ea,654334c6,58073b60,4df7eb8a,3d440fa6,70b3e42c
a304638d,943aca66,8d56cc54,2e52afd9,196c0632,373ea9eb
49075427,eff00694,a8401ec1,e1474ae6,47b01855,a6f752b3
20a8532c,6363c8e0,b5978101,953fd22d,d6f449e1,43cb9bcc
66c9d4c5,6f36a63f,48b97d2b,2e70a9ee,278fdb14,09ff72fa
2538982d,b2c43e4b,e33b39c3,c603a1ee,51ff0788,97fca666
23ae5033,be75bd47,03ae64e3,200034d0,bddbd9a4,9ddbed74
424bb059,cee67400,dfb9e5d4,9df2558d,115f91d4,8cadc459
b4e0b5db,71eddbc4,56b31397,e253a64c,275ec853,c50d6e1f
9a8cccbc,f9ca3639,7b251348,e1a9dff4,82ef2571,6346fa85
0041c62b,63f3538d,d6b2fa60,d6f33c4b,b541a9ed,63b295a6
a63264d9,2876496d,0e12f2b1,a8209668,2664bbdc,8e442db4
1e40665a,ea1ce13c,5b4538ac,45055ef6,b159d990,f45c8766
b76d29e7,367e7129,2a8231bd,9def185a,1cfc4094,811358ce
a2ea7d22,8ca33614,30f0f364,921a8e46,bc53c570,2e494b36
cb5db9a7,e53dc5c2,eb5c7bfa,2001c25d,0e61be38,2e607c65
d8f1ea15,15d4cd3d,adb05b25,7541b130,b8649618,cd252728
b53ca0be,a83a85db,2f0af043,9a3650fd,87307598,1d062565
bcf5f349,f5a60f75,def5fca0,62000fe9,2b53f3d5,4953fc3c
b8a38c41,0ba36400,dd5285bb,65f109fa,d6f1e1bb,b300e841
71a81f40,7d78ddfa,531a44ab,22b25beb,2e629951,0cd0c2ba
fde034ca,4ecb43ff,fab78a16,0757bedc,b47cc9e9,b32b7735
53114cd1,62e106fb,0ef70e03,5de642d2,6c1608f8,31f04a2a
8ce4fa46,7a002745,00f67df1,8c1287b7,7af65ab4,f6e4dd03
514c30ba,a62b6ed3,7c937513,2ddf45a9,dab81bc0,f7675e69
aef3969b,e18a6bf9,3a84d5f0,9477436b,db0ebe09,4f79fd62
181cbfde,626023d5,4092b7c0,588e081e,22f29415,7a7c9c0b
9852fdca,7bed9149,2c0343f5,b451be3f,57eed2bc,e3bf6c83
29f176e8,79bc9560,b4ecac61,9d1dda89,cd503901,504de388
e4c2ec48,0b55f5fb,150c0d78,f1cee130,1e59f883,ef9719b3
5b243113,cd40fdef,d48fda1a,8fabeb09,19cf27f5,9664ccfc
be426683,9ebc9dcc,102b3cb9,ae695a3a,8e97a175,20fefb4f
f67265d2,b690bcf6,62688b62,941aeeb0,d4f83794,40e2d924
8aaa9820,5591310f,19e0e052,934a7872,4c71d15d,df3ba92f
a63fe541,e6aa7858,ea91cb65,4cae2e24,0c3bb33d,40959d19
7ec0737b,a6a43b9d,a1614458,dfa13723,07c57fc5,d86448e6
51912d97,7677c55c,d23b1fa1,83aa3236,a44cdafd,27e6e8cb
2e5a3737,976aa3f2,16f2a8c7,38a89ff0,81980b35,b93094c5
cbfc2acf,d7cc3378,9b93d351,506ff99e,4c5fe029,1c3019b7
2ea71a3a,7fa3b5bb,dcfcc0dd,f25bdae7,a35f7566,5104af81
cb603df5,3e49b21e,ba75894f,7115b4ba,843c3b51,f5298feb
2b7facf0,5581796b,14805e3d,3ffff2cd,41012756,7efed59b
911a25b1,75f34f94,254bb817,b4519da6,50b8f783,e4e96a25
6a812173,e257bd1a,a5482720,cfc90653,471f9a3a,88d69c69
3bd8f346,7f579237,188b8b24,23537862,67dc1913,448f6171
4f873263,e44ba724,a114f398,ee93c1fb,455f54bc,abcc9547
8ae477e3,72f73689,bc7006ff,3694711c,ce873076,f813416a
b46766bd,2ba7033e,821ef0d3,3679966e,a9b9f3ed,9fc06583
2ea27741,56110308,b3bd0c5c,9d1f7b1d,e5ac0f54,78b37449
96de8c7a,82b50d79,8730624d,11eeee37,05856f34,146b8103
26904d81,ff353715,68911540,4e0158c1,97a42255,d9a57a94
7c0c62de,b04a35c5,b18477b3,cd88156d,01ce4276,cc46571b
084f769c,7ec6267b,0807a9c9,0048df55,76c18fb2,768950e7
8f4072a8,729cc8ce,8ffe620f,00be10a7,fd62aac1,fddcba66
08f23e0c,eb2bbc72,ab0a48c1,a3f876cd,4021f4b3,e3d9827e
afc647bd,5a435eee,764bc012,d98d87af,2c089efc,f5851953
4ad260e7,03fb7967,46521856,0c8078b1,45a96131,49291980
a8eb9ce3,a46a808a,5a80e11e,f26b7dfd,feea6194,0c811c69
fa7f71d2,6370d082,9f7b7b98,65040a4a,fc0bab1a,990fa150
82dc6b88,10ac3a6e,60d3b8d1,e20fd359,707f82bf,927051e6
ca949d11,4ea48dde,1f998737,d50d1a26,513d0ae9,843010cf
db04e16e,957a04f2,4f93ff61,94971e0f,dae9fb93,4e7ee59c
89fc34f0,f0e516f4,41c5a0bc,c839944c,b120b648,79192204
21a39707,2b72147b,83b686b1,a21511b6,a8c492ca,0ad1837c
2b3548ae,47044da3,848db34c,afb8fbe2,c389feef,6c31050d
f0629ca0,89ecf16b,26c427b8,d6a6bb18,af28d6d3,798e6dcb
a8c9240a,45b93e57,598d8d64,f144a96e,1c34b333,ed701a5d
931ddd96,bc8f68ed,8579ac05,16647193,39f6c4e8,2f92b57b
18ebb375,5ea31ec9,f797be64,ef7c0d11,a934a0ad,4648adbc
bb547b81,8de38556,f361d50f,4835ae8e,7e825059,36b7fed7
9ed1823b,056b40e0,0d6c958c,93bd17b7,0807d56c,9bbac2db
20c0cb3d,aea7c12e,86cc7785,a60cbcb8,286bb6ab,8e670a13
42458444,f8b04026,aeb69b61,ecf31f25,5606db47,baf5c462
72431962,aa14f78f,381b9292,4a588bf0,920f651d,d857eeed
70a569e9,c87ae4b0,69a550fc,19003915,a1dfb44c,b8df8d59
c6061a8f,336c635c,8bcd6722,4dcb7dad,b8a1047e,f56a79d3
3c0912e1,d665945f,5b410be0,67481901,8d249fbf,ea6c86be
296da8b6,de14194a,071053df,2e7dfb69,d9044a95,f779b1fc
c290568d,27db66eb,15b68d34,d726dbb9,326debdf,e54b3066
61424ff9,48a37c89,d4e6e470,b5a4ab89,9c4598f9,29e13370
780cba04,8d0025f2,6ea6f47b,16aa4e7f,e3a6d189,f50c9ff6
c4224269,2df1461e,ced2db9e,0af099f7,e3239d80,e9d30477
920dc751,87ae1819,d0e96f39,42e4a868,57477720,15a3df48
cb8f5031,09585c4f,769ec32d,bd11931c,7fc69f62,c2d70c7e
3421d1a0,d94c080b,604a5094,546b8134,b906589f,ed6dd9ab
f573af6b,85cb01ac,e440a175,11330e1e,618ba0d9,70b8aec7
4df41e89,0e4dfebb,5b33fa75,16c7e4fc,557e04ce,43b9e032
b2735e1e,b8ae24d9,c2598809,702ad617,7af7acd0,0add7ac7
8b13181a,33d55624,7d59a366,f64abb7c,4e8cf542,b8c64e3e
79cfcb3c,417cc4c4,ecf8c32b,95370817,ad8407ef,38b30ff8
e20043ee,25d1a9e0,47051426,a50557c8,62d4bdc6,c7d1ea0e
d4856d45,d19e633d,31bbb9d0,e53ed495,e025daed,051b0e78
f0c65f54,f09a2e04,2e541eab,de9241ff,dece30af,005c7150
39a0adc7,1f26c5fd,a80c5c33,91acf1f4,b72a99ce,2686683a
82d333a1,fc9581c2,14a10e1f,96723dbe,e8348fdd,7e46b263
58cdaa17,601400be,d8a308af,806ea2b8,b8b70811,38d9aaa9
30f03d38,9448c6dd,a2f5c882,9205f5ba,36bd0e5f,a4b8fbe5
f539f17e,abc519e0,fa8f37cf,0fb6c6b1,514a2e2f,5efce89e
5b235a6f,025e7624,fe8a2e1a,a5a97475,fcd4583e,597d2c4b
2315a990,09808faf,318e1311,129bba81,380e9cbe,2a95263f
212cae88,b2b9aa01,4ff0225f,6edc8cd7,fd49885e,93950489
5714fe2a,51bcf545,50281dc3,073ce3e9,0194e886,06a80b6f
2d773961,ca5375ea,4c2ba286,615c9be7,8678d76c,e7244c8b
896c1d63,d3909f33,1baa242e,92c6394d,c83abb1d,5afc8250
192ab284,f944aea7,059164d6,1cbbd652,fcd5ca71,e06e1c23
1ed2e432,6013af82,0632e451,18e00063,66214bd3,7ec14bb0
1a034205,6de27234,476341fb,5d6003fe,2a8133cf,77e13031
a9547293,145696e4,58d41323,f18061b0,4c8285c7,bd02e477
c32d0708,fa91956d,512a0aff,92070df7,abbb9f92,39bc9265
9c483e8e,3b695f4e,06f77a02,9abf448c,3d9e254c,a72161c0
202c1855,b7fc110b,cca63cdd,ec8a2488,7b5a2dd6,97d0095e
754957c0,1053fbf2,0e2ac86b,7b639fab,1e793399,651aac32
3eefe20c,ad6a80be,422d681c,7cc28a10,ef47e8a2,938562b2
14c057aa,7d74b41b,0bab41e5,1f6b164f,76dff5fe,69b4e3b1
68c12696,d203c45a,5a96f07a,3257d6ec,88953420,bac2e2cc
f5f2e29d,f027b521,559c0234,a06ee0a9,a5bbb715,05d557bc
b156624f,daf2de40,5b3e9e5b,ea68fc14,81cc401b,6ba4bc0f
81549bc3,e664fdd8,d5b56b2f,54e1f0ec,33d196f7,6730661b
d676648a,9d11189f,ce0cabb4,187acf3e,531db32b,4b677c15
aeb4b170,bda743f1,32b12e7a,9c059f0a,8f166d8b,1313f281
d6365e0d,9ff32866,a3af1b74,75994579,3c5c3312,49c5766b
878070de,5632a166,80aa57e6,072a2738,d698f680,d1b2d1b8
390b3b6a,096653bf,d4a3a04d,eda89b27,ddc5f3f2,306d68d5
69bf168b,3558cf03,5056456a,39e953e1,650e8a69,5ce7d988
d61a63dc,70600a85,515c5fc3,87463c1f,213c5546,a67a6959
678b232d,6e3ba1f4,feb280fc,9939a3d1,90892108,09b082d9
e032a550,af0727f9,063b9db5,e60938e5,a93cba4c,4f3582a9
fc7bfab9,ed1a57e7,be3f15f4,4244ef4d,53254213,1161ad5e
3f2e4aee,7a4f9493,4b1e5d0d,743017e3,3151c99e,4561de7d
08329be9,4797b3ac,0ff0c80b,07c253e2,48677ba7,4fa52845
f32208bc,9930c68e,d737ccfc,2415c440,4e070a72,6a12ce32
dd202a64,aee87775,152868dc,c80842b8,bbc01fa9,73c85d11
f96d6d70,c9fe1268,fd3aff1e,0457926e,34c4ed76,30937f18
5744aec5,1b6ac7af,3e0afa4f,694e548a,25603de0,4c2e696a
0af8eb7a,0de56441,639c0557,6964ee2d,6e796116,071d8f3b
939ef2ce,cc27a749,17057958,849b8b96,db22de11,5fb95587
66ff8382,4ba3c93e,006e0568,669186ea,4bcdcc56,2d5c4abc
13567b69,769b5160,362c69fe,257a1297,40b7389e,65cd2a09
36d04405,97f087b7,809f8e52,b64fca57,176f09e5,a120c3b2
70bbfb04,24b56d93,022636a6,729dcda2,26935b35,540e9697
99874f61,cbf6800f,d19f2c1a,4818637b,1a69ac15,5271cf6e
42b42da6,4e2c436f,77af5205,351b7fa3,3983116a,0c986ec9
11fa410d,eab9153b,74755dc1,658f1ccc,9ecc48fa,fb435436
01b0de52,6f74bc9c,41d1628d,4061bcdf,2ea5de11,6ec462ce
6e94efbf,b1e730e7,d3c470a1,bd509f1e,62234046,df73df58
48a8e6f9,2659e4df,f9af3778,b107d181,dff6d3a7,6ef10226
0bbbcd40,30f444c0,5f54ec13,54ef2153,6fa0a8d3,3b4f8980
984266f0,76356979,33af2c8a,abed4a7a,459a45f3,ee770f89
32eb3c10,8c187820,b1754343,839e7f53,3d6d3b63,bef34430
88ca0a5e,0de7717d,9bf61995,133c13cb,961168e8,852d7b23
dd5fc6f7,59b83e45,2bd84f6f,f6878998,7260712a,84e7f8b2
15ad2135,693c95c3,e540d122,f0edf017,8c7c44e1,7c91b4f6
499b42b4,f2d3b97d,1931a9ab,50aaeb1f,ebe210d6,bb48fbc9
626f6abb,2fee2944,77881344,15e779ff,58663a00,4d8143ff
8cffadc7,f57f4fa7,37a9b853,bb561594,c2d6f7f4,7980e260
4f673b96,2e724b19,b3bf8179,fcd8baef,9dcdca60,6115708f
4ec7f105,150f91f8,14076913,5ac09816,0108f8eb,5bc860fd
303ae741,2f3142af,379a2d56,07a0ca17,18ab6ff9,1f0ba5ee
76aebd7d,657d69dd,3295af82,443b12ff,57e8c65f,13d3d4a0
becacfcc,2ce3cc28,095f1175,b795deb9,25bcdd5d,922903e4
63f57049,b44f8c06,85a330ea,e65640a3,31ecbcec,d7bafc4f
c31c3a25,3bdf86cf,187359b9,db6f639c,23acdf76,f8c3bcea
e7838aa0,34cdfd96,6d81c7ad,8a024d0d,594c3a3b,d34e7736
42a88e1b,9b981af8,ec17e4e2,aebf6af9,778ffe1a,d93094e3
962d15bf,b7c8babd,d512edfd,433ff842,62da5740,21e5af02
d47b1852,f1fef430,826bb52e,5610ad7c,7395411e,2585ec62
56725388,b7646898,42e5c563,149796eb,f581adfb,e1163b10
39c6ff9b,90e570a7,6363acab,5aa55330,f386dc0c,a9238f3c
12eaeb30,f9a65859,38157a8e,2aff91be,c1b322d7,eb4cb369
fe3b9748,6fff4934,af40325c,517ba514,c0bf7b68,91c4de7c
fcc2f9d8,d047b8d6,1f0b3e26,e3c9c7fe,cf4c86f0,2c85410e
3550f99d,91c3e64c,aacee2fc,9f9e1b61,3b0d04b0,a4931fd1
eb0a5d67,a4dd323d,9635d16e,7d3f8c09,32e8e353,4fd76f5a
9e609e35,93a1be1e,24449722,ba240917,b7e5293c,0dc1202b
a45f1a0a,b99e1bde,409e0434,e4c11e3e,f9001fea,1dc101d4
a7eb401c,6c588156,84d5bf40,233eff5c,e88d3e16,cbb3c14a
c5b3fd6d,0b6603ed,8bb58aeb,4e067786,80d38906,ced5fe80
bc2657d2,f24d5ebf,b1c26420,0de433f2,438f3a9f,4e6b096d
06102bce,07fe2f6b,d3a15720,d5b17cee,d45f784b,01ee04a5
cdf76661,7479866b,f4e8787a,391f1e1b,8091fe11,b98ee00a
