a0,a1,b0,b1,r,c0,c1,expected_and
7ece8891,0c6d45a6,b877f8bb,260daf74,00000055,3023c866,22018d61,12224507
b806f983,ca1658c9,f36d316a,ce5ad003,00000055,7200211f,42108057,3010a148
7880d1ef,36f581c1,499a19a7,9fac1dfc,00000055,48101073,0e241079,4634000a
781a7618,9cc2d2b0,358dc862,13adf488,00000055,24888075,0088a4dd,240024a8
fbc50fff,50a95b55,1e55d564,95ccd8fd,00000055,0a445475,814c50fd,8b080488
70c7a7fa,4ff8454d,e168c3f6,4144debd,00000055,2128c2e3,0104c2e0,202c0003
f5222a06,10e124f6,1fda9f98,9738f19f,00000055,05c20ec5,850000c5,80c20e00
caa66985,8a2af4f6,7fa1e450,d3aff30b,00000055,40808405,408c9156,000c1553
11541f3c,c39a7231,9c01db62,9d82dd28,00000055,90004955,90824d5d,00820408
24e130cd,0f79785b,e7475141,a621402c,00000055,23004055,22004051,01000004
b69eb6bb,79d800cc,6564d282,3d520f4b,00000055,45449257,0d420616,48069441
4cfc7c1f,2706a528,b7af6da0,a6edd660,00000055,23aa4975,22e8d075,01429900
85daaa31,115b6664,a19e0f17,85f7837a,00000055,80800c40,84818005,04018c45
f74f39cd,55ca6a15,f9a0a74c,303d8e64,00000055,a080031d,20050215,80850108
27a32c2d,c47f53c2,8b50c349,5c17d66c,00000055,8350431c,40145639,c3441525
333241ae,1aa20bae,28f8ae23,2dae7b77,00000055,28900a55,29804a55,01104000
20869b53,e7483c05,4e51d092,a0c6c4cd,00000055,46408047,80c68411,c6860456
b36cca60,fc27800d,f33e51f1,c1f51b2c,00000055,430a4034,41410a79,024b4a4d
3516493c,e6c7a4de,4008e928,e73f6c43,00000055,4000e975,c3116c17,83118562
b5cf297f,9ea57c19,f7571fa6,f31551bd,00000055,23421573,23005171,00424402
e2a0fb37,d61fa2ea,64494b3d,d4ef133b,00000055,24094948,14af114c,30a65804
072c233b,960dc1c3,c3b9c3be,c9e74f21,00000055,8121c2ed,81214275,00008098
aecaf2c8,9be38326,8aec1285,2bcf8432,00000055,002810d1,21090077,212110a6
1279819f,38e4e4f1,076e59ff,197e53cf,00000055,020c413b,081c411b,0a100020
34464625,04dcdeb5,1ebee195,0bf5c067,00000055,109a80c5,00908055,100a0090
e12d905c,d075c97b,011cb0a3,6d268f22,00000055,01181076,21000977,20181901
19ca4007,9ecefe94,6a0b4a64,2d9a7e08,00000055,02000a55,05003e55,07003400
82ab0142,fd641bb8,45f51f8a,ff0faa96,00000055,45c51adf,7f0f0ac7,3aca1018
bd893f31,3d48c6be,bcdef156,8222e6d6,00000055,80c0f153,8000e0d3,00c01180
46d5dabe,89cdad7f,cf123d5c,37a56657,00000055,cf103515,07006614,c8105301
249ff4c2,4f8d5f20,8ae74639,f8788cb5,00000055,0a020275,681088f5,62128a80
89caa698,e89924e7,04ff845f,13baf105,00000055,0053800a,01128050,0141005a
495f3209,6b214804,311ee081,f6a9f891,00000055,201e6054,22287854,02361800
7e42f9cd,2d0d452d,10791b49,9656a601,00000055,10491815,1246a455,020fbc40
63cb21d3,05d46a48,0f3dabf5,67832e8f,00000055,061d0bc4,66030ade,601e011a
3cbb4458,ee6a4971,1187d428,302f92e8,00000055,1081047d,1001007d,00800400
b68ceb04,cd31e420,a673e484,4ed8faf2,00000055,22310451,4a980a75,68a90e24
1d911e9d,47962128,c75cdc21,48705ba2,00000055,42041c74,48001bf5,0a040781
23245660,6bafd211,6203c86f,2fb8160e,00000055,40038034,08880455,488b8461
61a5dfc3,026d0b80,20adee34,865367e1,00000055,2088c455,02404414,22c88041
91212ad8,ae63491c,daa8bcb7,bc40cba9,00000055,1a0020d1,3c4043d5,26406304
c6b46b57,f4e19eb1,2baeb910,494badba,00000055,2204b155,0041a5f7,224514a2
52a7dfc4,dc891d6b,d292631a,e70dd778,00000055,8202425f,860cc27d,040e8022
8142373c,94d50fba,f04d6a3a,0e675d26,00000055,10052857,04071853,14023004
28c1bc49,b6822d71,c5b58cb7,8b81376f,00000055,84018065,8a01117d,0e009118
d28cd332,1fa6779c,bed2fb85,84dc29f8,00000055,8c02a0d1,840820fd,080a802c
7f7e503c,c5ddd8f5,33984c6d,b060ba32,00000055,3280081c,b0208855,82a08049
86b9b8bb,c99a3634,4f3a05f0,71c3e61c,00000055,4f2204d5,41038659,0e21828c
06ed0552,d0677756,b5056e83,b92e4f0d,00000055,94006255,900a4251,040a2004
33f911b9,4b90fdaf,dd78a511,674a1eb5,00000055,5868a445,60480c41,3820a804
0b346c51,a6602afa,b4b19827,7fd118de,00000055,a4100076,2d5000df,894000a9
e30069fe,aa69132d,84359cfe,3a8b2c46,00000055,00211887,08092817,08283090
c2116a8a,481ed9f8,58e26e9a,5457fcfb,00000055,08022247,0007b027,08059260
85edce21,9f3dacfb,e4684032,6934155c,00000055,00404047,0810000d,0850404a
e975b8c3,b34b61c2,bb6980bb,d93d5c37,00000055,1a288054,583c5854,4214d800
86e409a4,0e4d3e6a,f10764e0,cc8aede8,00000055,80012495,8888259d,08890108
69501cfa,75313af8,bbc42b2e,204d0ea2,00000055,18402257,00410657,18012400
fa660ea2,8bbaf040,9d67d751,c97e9eac,00000055,1144d615,415c9ef5,501848e0
6b90f3bf,6367c229,94ff07b4,73056248,00000055,00f701c1,00052055,00f22194
289482e9,a73050d1,69b5cf0c,4e3e141d,00000055,09a4c25d,0e24104d,0780d210
35220d1d,7f700db9,12f0635d,e0f800bc,00000055,02500051,405000f1,420000a0
618352b4,6ae84b1c,7165efb1,0634e7f8,00000055,016109f5,022001fd,03410808
0d0f2409,f490c300,d2ee0490,7c6ff0eb,00000055,d08e0455,780fe05c,a881e409
ce10dabf,2de6e327,8d6569a9,fa593a19,00000055,816429dd,e250384d,63341190
ad62babb,12888175,d93d55be,feb507cb,00000055,992811db,bea0039f,27881244
ae8366bc,7c0d1f95,a36f1796,2e7f7cca,00000055,820e1155,020e785d,80006908
a4af905f,c98cf5fc,ef484199,da6a23b8,00000055,6d0041d4,482221f5,25226021
c5dd1862,6e7c2ae1,f044ac7c,08e34b11,00000055,a0002055,08a10254,a8a12201
027093d7,b85a7573,90ab3d2b,477844f7,00000055,902a2475,022844f1,92026084
161fe3c0,94e28b47,a5b1ab50,a069ecf6,00000055,80b12855,806968d3,00d84086
3242cc82,1e4ec6e7,f8f3bed3,cd6e6550,00000055,28000a14,0c0c0015,240c0a01
c1b1640a,cb84dd98,9cc11c1d,d8229434,00000055,08011845,08209045,00218800
e602c2ee,599297f1,d199b8a0,3aad0f3a,00000055,91901055,3a80054f,ab10151a
b780fdc9,53f2c787,7d17fa5f,825712de,00000055,64123a1b,8052121b,e4402800
fa83f53c,3a8e0b14,b5cf9599,10e2493e,00000055,800d945d,0000487d,800ddc20
4e659c7b,7c41fb1f,d510c1f9,81e14292,00000055,10004135,00204255,10200360
7c86744c,2c1a81b6,e9217e94,97306c2c,00000055,400074c5,1010647d,501010b8
72372229,9b2820db,9c945294,51090817,00000055,881402c5,41090047,c91d0282
357c9708,3b8126f4,a8aeb5c0,de299a5c,00000055,08acb195,0e299009,0685219c
535a2c26,3f436b10,eabfc01f,e43a9f82,00000055,68194043,64180757,0c014714
d2989684,bf13f168,7082e1d5,3bc5aa5f,00000055,60826191,29812219,49034388
23a4dc17,c8dbdc53,cf92079c,decfe3fa,00000055,cb120051,ca4f0015,015d0044
dfed6352,c8d3b0be,8b57f12a,82456434,00000055,0316d17d,02044071,0112910c
3af560c4,0d2de6eb,3776bd8b,538aa5b2,00000055,3750845e,13888477,24d80029
8254c358,94892b21,3f936d7f,55fa2fd1,00000055,1691682c,14d82804,02494028
dc83fe31,19ab064c,d235c5a4,831bd7c2,00000055,c020c071,8108d015,41281064
c2123f5d,d04874a8,bd593902,f1f2202f,00000055,10580955,10520070,000a0925
faa428d1,5b325bad,c3d94735,eddedb92,00000055,81904361,a1965345,20061024
f37522e0,99345166,840c1c12,19e6716d,00000055,00001057,08407151,08406106
86a3639a,e52d79cb,f6fa2077,c1b43d9e,00000055,628a0004,41841845,230e1841
425d4f11,c27a8081,8d7d40f3,4c7fdb0d,00000055,802540c5,0027cb55,80028b90
1381291f,6af8a01d,27e8bfdf,aeb9f6d4,00000055,21688957,28398055,09510902
f10d6bfe,0e77c97c,c6741960,892bcb79,00000055,c6700055,892a8255,4f5a8200
e34b88b1,764e0234,c44848bf,b06d945c,00000055,840008d0,90058051,14058881
529d7384,5e7758b4,3e40d1cd,53cb61c9,00000055,0c400155,00ca2155,0c8a2000
861a9b3a,54356f85,1e71f5f2,edf0a993,00000055,1221f4e7,c020a0c6,d2015421
3c562b9e,b96eecc2,255353d3,acc10e50,00000055,05104305,84000605,81104500
e9484358,32e6ff4e,034523a2,ffd6651d,00000055,03042057,db862441,d8820416
c95bc43c,d464ca80,fb40e13b,4ad47c8d,00000055,1900006d,08140cd9,11140cb4
33c77096,6d695885,ab037502,beccb3f9,00000055,0a022057,1e8c2044,148e0013
5cf98df1,256ac880,aeb2c46c,622d2cb6,00000055,28924435,60010465,48934050
34b90745,414ac357,99355dd7,9e79b6ef,00000055,11314447,14718457,0540c010
ff3f2c50,ce944f0a,562af8af,29278341,00000055,102a605f,21230315,3109634a
bfafdd4a,0c661301,6c008a9a,6feb88ba,00000055,20008a5f,23c9885f,03c90200
9e831e92,8a0f000e,0439f72a,32212c7a,00000055,0408165d,10000c4d,14081a10
c4c444c8,4c457f0a,6a47b3ca,50b5337b,00000055,08013397,00813317,08800080
5a1bb18e,bf2d8102,67f2c14d,77c9a9b3,00000055,65320059,650020d5,0032208c
870338e0,78e746c0,80b12dde,3cf93a3c,00000055,80a02c55,3ce03a75,bc401620
9dc84fb4,d8045446,a1710e21,de1c5c60,00000055,01400a75,440c1835,454c1240
4f57513d,1e25619e,0ca7bc22,e86a5b8e,00000055,00223077,406210d7,404020a0
0b79621d,9350af8a,23ae4cb7,a7653dba,00000055,00284cc2,80210dc7,80094105
788ad281,347d6feb,82cbd9b2,a673137d,00000055,00c39977,0473113d,04b0884a
e22eb2df,26b37137,7e027879,934b0e02,00000055,4400403d,80090255,c4094268
c973388d,8d317cdf,5999011a,1b62645a,00000055,40000047,00424407,40424440
5bc7a487,57cedb52,b88530d2,00de8cb6,00000055,08013085,00080cc1,08093c44
12ecc003,55374747,1444fc69,bd1a21ad,00000055,04408415,051a0151,015a8544
12a806ab,6430f203,5b01e48a,78ecee17,00000055,5200e4dd,7088e455,22880088
2b7d399e,4bb6a687,579c0d97,9ef87898,00000055,40880d44,00c8184d,40401509
b7936fd2,cc198c53,0951b9c5,5e0bcd70,00000055,0900a1d4,5a0ac155,530a6081
a516bc68,89f49dc2,b88fd41d,0f8fb014,00000055,2882005d,0c822055,24002008
0826965d,8df3647d,079fa1eb,c6412e83,00000055,0595a075,84412255,81d48220
78ded46b,6780a5dc,a3eedecf,863637b3,00000055,034e50d2,061631e6,05586134
045675c8,675e027c,51a6655b,70f2abe7,00000055,41006545,600023f1,210046b4
de6b9f6c,338d3b4b,4ba72d2d,17a43ab0,00000055,49a62470,05a42075,4c020405
df4b3a6b,59bbf469,e99dc387,c2e5e838,00000055,8090c257,82e0c855,02700a02
5edf82dd,b827ea24,ccb7bbfd,e484972a,00000055,c4b028ac,e480007d,203028d1
68e81e8e,7e90f1d8,9c364ed8,508fd933,00000055,14304e05,1008c947,04388742
fc3f9cee,817e1cbf,2e470f15,abbc83ba,00000055,2c410044,29008045,05418001
5aad0dc9,735c3b3a,068a9da2,75770693,00000055,008014f7,217106c6,21f11231
9e613c10,0407820d,b86e9bc8,831d197d,00000055,98669a5d,82041848,1a628215
eb8a1c50,49e7dcc1,2e2f76d2,f32f07b2,00000055,222d40c5,a22d00c5,80004000
ff2c2d44,c565686c,9d21c87a,c7bce4ed,00000055,1801407d,0208447d,1a090400
d9510cb1,6c7ca9dd,6572c0b2,fe6c9c67,00000055,25208075,b42c8431,910c0444
43aad668,ad6abc21,b1d12bf5,85b0b29e,00000055,a0c02a14,8480225d,24400849
dc0f98ba,cdcbd0b0,1f751d81,12560402,00000055,11440855,10440057,01000802
673f4995,abede6cc,faa9a511,0a12a599,00000055,c880a544,0812a54c,c0920008
9789a269,a6faa921,c1af71da,17963b64,00000055,0123011d,11120b15,10310a08
b0ce157d,e6327b41,5f743e56,25f326ee,00000055,56742e41,04f02679,52840838
fd045df8,548a5486,16ada8f9,a7ad7ecd,00000055,008c082d,a18c0819,a1000034
c36169ee,cadea3d3,478ba345,4631a405,00000055,018b8250,00318050,01ba0200
d548e553,a822006d,3af47312,09e57fbd,00000055,38606147,09606569,3100042e
3244f656,69b6a7b7,0255129a,4db6790b,00000055,025010d5,49b25154,4be24181
c57891fc,488e8579,7bfb13dd,87515fa3,00000055,09f210d0,855014d4,8ca20404
6a261cc5,2f22b0e3,0c531013,069d1373,00000055,04000057,04040077,00040020
a3a7928c,1e1b27ca,67bb05ea,173d96a3,00000055,25b80517,153c9457,30849140
ed618e0b,e737d6c6,bcec2842,433ba706,00000055,08440815,02120051,0a560844
eec9246c,2a9c5090,9d2a1906,3cb38d37,00000055,84001051,04110461,80111430
fe7b1a9e,e2a4d703,0d962f5a,dd04d00e,00000055,0c960d4d,1c04c059,1092cd14
0895aedf,d2bc79b2,2d27221f,c8eee00b,00000055,08210258,c828c05c,c009c204
5b209fbe,fc23657d,3abab2e8,3f6f3e72,00000055,2202b295,27033a17,05018882
ee53fb28,71feb92c,8e27445b,f8e237cf,00000055,8e254055,98a00251,16854204
57acb516,66607c91,3f2d2a63,635c26f4,00000055,310c0856,214c00d1,10400887
7e60f7d7,793689f0,61e7871e,f3396a72,00000055,01460653,03106a77,02566c24
58f6afea,96753073,d18dcb9d,ec703d70,00000055,c0818bcc,cc001d45,0c819689
98fde38c,4246a6a1,75a36f4a,05578c9c,00000055,50a3455d,00130459,50b04104
9d3ff549,fb8817a4,c9e8f14c,45d7bb4a,00000055,40a0e019,4497a21d,04374204
c7f50975,22f995af,3a875c50,ddad73ac,00000055,20041c05,c50c10dd,e5080cd8
2b653a6c,f52a1812,4702c43e,de3dde8a,00000055,4602006b,de0d025f,980f0234
871729fe,fcc5c442,dff89e44,257afe07,00000055,5bd08c51,2152ec51,7a826000
fa7d58f0,415baafa,090e9ef3,0693ff4b,00000055,09069257,0202f25f,0b046008
5e7dddf8,06a1b043,a6d970f8,052ab55d,00000055,00d860ed,0008254c,00d045a1
0318d09b,74112abf,f71f960a,15942abb,00000055,77099255,15002a75,6209b820
c144fdad,ff41c33c,fb929293,344c1bc4,00000055,3a0012c4,34041ad5,0e040811
a78df114,b22465e4,0d09f9ba,0824bb94,00000055,050990e5,002090c5,05290020
d5d75927,e154065f,5e159aea,6897b359,00000055,14011a3d,2083130d,34820930
a683b765,36eb6ec6,a62f9fbe,4d208c67,00000055,802899f7,00208876,80081181
58288689,05438f76,e11e7c1c,c11d2f14,00000055,410a0849,41090941,00030108
adc63b52,9c2e26fb,c3458f9f,ff031249,00000055,01400ddc,3100105c,30401d80
48931800,b5889bda,fd71f57e,73d3c466,00000055,fd11810f,71138017,8c020118
1102efe1,1d6eb079,7dba1902,aa0be3f1,00000055,0c281955,080843c5,04205a90
052c2fbf,d9bbc1d5,7156336a,031b19c8,00000055,5016223f,0013081d,50052a22
85cb7d99,b1cc45ce,4c94a2aa,e943ebd1,00000055,04042057,20032804,24070853
3469dd72,ed8ab750,8661b144,abd58220,00000055,80612055,89c10275,09a02220
0e1fa343,e7de65eb,d49ff1aa,d3e5cc8d,00000055,c081c0fd,c1c1c4dd,01400420
fbb1e8b8,b775d4f1,37594c7f,c1622421,00000055,04400c1c,40402454,44002848
656d67d6,27261fa1,ac08ce05,f7138ce6,00000055,00084850,42030833,420b4063
72ddc4b7,0dea7993,c4efc485,621b74e3,00000055,44278451,62133475,2634b024
d5cd9052,d47f38bb,832cd574,434deab2,00000055,01208035,0100a8f5,002028c0
0da4183a,004a36f0,5953d74a,7b52c8c9,00000055,0942061f,0942089d,00000e82
d4b1beaa,94827100,0be1fbeb,e4d7f959,00000055,0021cbff,4013c95d,403202a2
3f36e26d,9e0c67da,c412cb90,63aae498,00000055,801281c5,212a84c5,a1380500
11f24148,c4957cfe,06117eb9,dcbfbc3f,00000055,04013ce5,d4273c63,d0260086
eb3c2ef8,89c4ee1b,0590cc58,a29211ad,00000055,0090c015,229000f4,2200c0e1
7d952e60,f2abcfc4,fe22983b,1638cfcf,00000055,8e228075,0638c1d1,881a41a4
9946d20e,c415b7b8,f550e2ae,663252e2,00000055,555060f3,441240f7,11422004
0091a14f,f7bd82a3,03cac363,902a4d79,00000055,03080335,9028013d,93200208
d32cd42f,60bd3fbc,0af6bfdb,e6b765ea,00000055,0290abc6,a29161d7,a001ca11
1a1e8256,eb6f087b,5d2a0e06,75d95f1f,00000055,51200a51,71510a58,20710009
4543054a,036da80a,31138252,e1d544fe,00000055,00028015,40040415,40068400
9d36fe71,ec86cded,12da8380,f74adac9,00000055,109003d5,710012dd,61901108
bc1835ea,c3be3aba,2937ae81,071a830d,00000055,29260e55,07020355,2e240d00
179912d8,73810b91,ea1438ea,b9281483,00000055,6010181d,20081054,40180849
b0445290,4b262bfe,4e45912e,5df89500,00000055,4a40117b,59601155,1320002e
13908d5d,ead9a535,395eacc0,1ef1ccaf,00000055,39482815,1841087d,21092068
982bbc3a,e3a4e0d5,4d1d4a25,950119e5,00000055,490d4870,110118b0,580c50c0
1e75723d,a40987d6,a801e35c,5ccfed4d,00000055,a800e11d,184ce51c,b04c0401
014e0175,2ae8d853,7b9a003a,3d7ccea3,00000055,2b820077,2924c877,02a6c800
01c56ed9,5bef6e69,f1453328,e4b45f1c,00000055,50000075,40200045,10200030
01e018c6,b666ac80,cff9774c,82c707ec,00000055,87803411,82860411,05063000
cf87303c,81d5ae02,939df80f,a97acb6e,00000055,0210985b,08528a7b,0a421220
2ec7a4b2,dbdf8f9d,b434f4de,a3fda512,00000055,b410205b,a1182157,1508010c
7cdaef49,ba7e74c3,9e30a147,6a24d0eb,00000055,86208157,422490df,c4041188
0104ae42,66503e68,74f43c29,8aaa94be,00000055,6454107d,0200907f,66548002
46955d3b,fb7a060d,44e17715,0fba6993,00000055,04e15341,0daa4947,094b1a06
e2560758,c4eb192d,f24abafe,12a58279,00000055,22081a21,02a50224,20ad1805
83166abd,9aea770b,c79a99a5,d19daf5f,00000055,019819f1,119c0d43,100414b2
ebccecfe,350dde09,8d580ca3,a8868f82,00000055,8c4000f6,888002d7,04c00221
49a56621,c0ec0099,cf89472e,da60efab,00000055,8909467d,884066fd,01492080
9727adb6,3021e838,802b4617,d9e07d1a,00000055,80024453,8100455f,0102010c
ea10f0ea,3dc9e481,21bd3d1b,aa11779c,00000055,0199145e,8211145d,83880003
2a4efdf5,6794dc22,69676040,7e073e35,00000055,49422015,4c022040,05400055
24467d9d,330d0fb8,2fd8d9da,eee6c368,00000055,07485055,06424275,010a1220
07b20339,84f0606c,284afa7c,e41a3553,00000055,00426201,80022104,80404305
5a7a1e11,44136eb8,fbd4308b,ecc30be8,00000055,1a4030dc,0c4100fd,16013021
20802949,79028f72,561a96ce,4a4e6fce,00000055,5002865f,4802265f,1800a000
97528769,ac9dc524,4d065618,10e68275,00000055,0906425d,10c60210,19c0404d
22f28262,88d9007f,81023727,651b434b,00000055,80020250,200b025c,a009000c
45b4e1d5,aa63f222,29822544,67570aad,00000055,29820111,675702f0,4ed503e1
a9fdbe9f,84b8ba36,a7b25883,1a22d329,00000055,250000d4,0800007c,2d0000a8
aa4db7d0,1b99e6a0,309e4c3e,a36b3555,00000055,30944065,a1401105,91d45160
43254e8f,02a317e8,89aacb0d,0a9e5832,00000055,01824950,00865877,01041127
f0b072a4,c0ae86eb,1c25609f,2eecc18d,00000055,1004605a,200cc058,3008a002
327849ed,eb5e544e,6c4a1365,7c4eab13,00000055,48021174,58060956,10041822
fcaf217b,0105356c,dd793190,13862da7,00000055,dd281045,11820452,ccaa1417
151f850c,2e8a582c,bbbf41b2,aaea3734,00000055,3b954175,2a801575,11155400
d5913c6a,2e840d9d,7ee61c5d,b4407771,00000055,7a041000,b0003124,ca042124
07635e09,f09536b7,8c7ce1a9,79a5832e,00000055,847460fd,71a4007b,f5d06086
cd5fcf10,39b200cc,22a74db9,fca692bc,00000055,20a54dcd,f4a482c9,d401cf04
ab8846d5,7b0358ac,01391547,00164570,00000055,00091414,00020425,000b1031
ef9fa2a8,82160654,bc2e2e3b,d5d1157e,00000055,2c08246d,45810429,69892044
8974315a,f735c8fc,7a4781e6,4c46af7d,00000055,7a4181f3,4c40a971,36012882
c03c1ae4,16c43306,d2f2a930,68ad2850,00000055,d2f02975,40a82815,92580160
e2b5479d,2d2aac6a,53a9f938,177d6b8d,00000055,4389e965,071d6bd0,449482b5
faf5b655,25998a40,4188c76d,eb933267,00000055,41080450,cb003050,8a083400
3c2746ee,162e3248,dd066e4b,9b28c8a8,00000055,08006457,0a0840f5,020824a2
cb4b8650,648a0964,2c417a02,7195ce72,00000055,2c410a55,21818e65,0dc08430
cf88a194,6aa8154a,33643762,1a3e6999,00000055,21203417,002020cd,210014da
85557a37,2457f5bd,c46d170d,d6a307c1,00000055,8000075d,800207d5,00020088
6524b557,03f81eb5,f033c947,09d74877,00000055,60108917,00d40837,60c48120
9ccda4c0,75594888,edf30edd,b639e964,00000055,e9900c1d,a010e815,4980e408
7bbd4a40,ee1f29b9,322ed25d,40a964bd,00000055,1022420c,00a060ec,108222e0
c8093d2c,def5adda,1f06f62d,61a13fe6,00000055,16049071,00a010b3,16a480c2
88fd91ae,f9f4b68f,0f928537,a472dec4,00000055,01000574,20000655,21000321
f2a645ca,a5f5aa73,3b56eee9,0e2cf04d,00000055,1352eefc,0600e05c,15520ea0
e52a8df6,b5324ec8,6a28f320,12c6bd32,00000055,4008c375,10008167,50084212
8844dfc9,e6c4e903,83fed304,b6e4ef8f,00000055,02801255,268026df,2400348a
16468e92,a84d75f3,558b12f0,bb282a50,00000055,140b1235,ba082a15,ae033820
398851a6,e4faefa0,d6afd014,4f22e268,00000055,d4229051,4d22a255,99003204
6a28f0cb,88092953,4253b204,d719abb6,00000055,42019055,c20189c5,80001990
52ea6b9e,9652d2bd,6f2aa11e,fd09b8e3,00000055,4428a157,c408b876,80201921
d8ffb321,14c62881,ded02afa,43b1fa82,00000055,cc100af5,40319ad5,8c219020
829465dd,fdc353ec,94279c52,f2298ee6,00000055,14071445,72010675,66061230
92b53a3c,ed535e8b,0638e409,1db07a4f,00000055,06206454,1da06052,1b800406
7ed93c2d,cf64c07c,a5aa28ab,980f7e57,00000055,a1a82854,900d7c04,31a55450
8ccb602c,f4bf0563,8cc07e1d,e6577391,00000055,08406458,60546154,6814050c
873081b3,359296b7,c4c348c8,69b8c514,00000055,80820055,20a00551,a0220504
6eac81b1,2146d359,eeeeb89c,78c90cc4,00000055,4eea10dd,48c80095,06221048
dbdb875e,d1c034ee,50f52d28,b1a01018,00000055,00112175,00001045,00113130
eed88334,888ebb3a,658a82cd,114b5b41,00000055,64020059,00421855,6440180c
4e70ed25,c93fea5f,3b68f427,dc857eef,00000055,03480477,8405063f,874d0248
64d4b1e0,58c4820e,7c410cdd,c89fbe1f,00000055,3c000099,0810325b,341032c2
97104a57,0e08f0ca,5dba5795,05b3d890,00000055,191812c0,011098c5,18088a05
6ce958e6,e3f5f0a6,ba415fc8,7358db02,00000055,8a000815,03188855,89188040
d6c856c4,7076c991,b42d87e0,6abdbe4d,00000055,a42c8715,22bc9e10,86901905
c330d5c4,ca2ce839,6f827ba9,aa243b82,00000055,090039fc,080439d5,01040029
1ee1a00a,ad82f238,95783bf6,874b9e54,00000055,91601267,83431245,12230022
0e06f85d,2cf70967,a4f3c6d5,ad4e67ed,00000055,20f1c045,2040617d,00b1a138
ea87731c,41b8d6f7,6c9cbfa3,6361e937,00000055,281ca5f6,2321a176,0b3d0480
963d4b30,b56590c9,5c629be8,a8adb9d6,00000055,00409bbd,20089985,20480238
d9814970,69833cb0,f54b20c6,1ee31ec5,00000055,b0022095,10021495,a0003400
bb663e75,87676957,ae2e5d53,7bfa71cb,00000055,2c005557,38005157,14000400
814918e5,7b06bd35,b6b69a0c,e6896f16,00000055,b2068055,e2092545,500fa510
62e6e2fd,b7f68101,1c3e251c,865442ab,00000055,14102149,841042fd,900063b4
6de27b84,dc55e503,8d341f53,cea06f8b,00000055,81341e56,80a00ed6,01941080
ef504984,402ca6a7,4594d3e4,a5584b29,00000055,0514c375,a5584b74,a04c8801
af0da2c4,1c95539c,a8287b90,63f3da95,00000055,a0087145,2390d045,8398a100
79e83dfc,bdf0be63,0b82216f,36fd23d7,00000055,0000015a,041803c2,04180298
05d39063,6f7f51eb,4b484ed8,9cb193c3,00000055,4a0840dd,08a081d5,42a8c108
d0ebc7ef,cf222047,c9ce2221,240570c0,00000055,09c82275,040160d5,0dc942a0
763f558b,7b22f85d,128adb4e,35acd9a7,00000055,00088913,050c89d3,050400c0
8dae13cc,cfbdb1d1,a4eeec7d,3a07c9b6,00000055,0002a048,02038041,02012009
1aaf4b3a,437a8feb,55da7f3d,e3d81ea2,00000055,51d04444,41d004d5,10004091
3f6cb690,a8dd9d30,562e382b,ccf4e55c,00000055,16202875,84b02155,92900920
0c0ffaa8,9aee474f,0c44bfbc,b4d4d10a,00000055,0440bdf1,94c09157,90802ca6
5eaa86f5,1ed7d9ec,13798065,f81d6abd,00000055,00790054,401d4a4c,40644a18
5da9d180,c055fe7c,f8ee8b13,fe394c51,00000055,98ec0b45,9c380c05,04d40740
0df43bb9,58b7ddf1,8dd0e282,e28b2322,00000055,0540e255,40032255,4543c000
cd17d2e7,773eece8,5ee881d7,2db7a5b4,00000055,1a280052,28212451,32092403
61a2473e,621f4535,318612e4,ff37d675,00000055,01840255,03350254,02b10001
426380c5,55f6ee66,d16eba39,11e3c245,00000055,11042a74,11814254,00856820
f5bc3f28,533d5bee,9fcaffb3,5164e113,00000055,868064d7,00006057,86800480
7f203699,ee8b36fc,0b0b0f27,f7c70a76,00000055,010b0070,91830031,90880041
0cad83ab,af2ab640,1a6b1ec4,a624f6d8,00000055,02031495,a204349d,a0072008
94081ac4,b1bc43d1,d9a67f7f,b3e34a86,00000055,01a45940,21a04851,20041111
902c4438,55ca6404,7224ccf3,67cb54f7,00000055,40240065,45c20061,05e60004
63a9c25a,4d3f3697,11c7d4f7,f241f723,00000055,0086d490,2200f454,228620c4
66d36018,49fa50c8,7e77c1dc,34cc353f,00000055,2e210085,24083045,0a2930c0
eb1a0295,655d6f46,ca36bfe0,e6ed4e44,00000055,8a062d95,86454c15,0c436180
d056b15f,2db6c199,1bd176c8,f56f9cec,00000055,19c07095,f5601091,eca06004
829f9d00,3f626148,06969f5e,63c685e0,00000055,04949c1d,21c48415,25501808
6d791976,f3978692,6b937994,27ee132e,00000055,0a8219d1,06ee1371,0c6c0aa0
3f43fb11,8e42b5c6,3c54c83b,abc0f80e,00000055,30004846,a1004853,91000015
e7cde99a,f77f154b,d5dec7c5,6d649793,00000055,1092c494,002094c4,10b25050
f25d7c22,da970ae8,1f5cd463,ec948e1c,00000055,08485417,2880065d,20c8524a
38ab9b7a,5c64e6c4,147e44ee,d0401223,00000055,044e44fb,40401077,440e548c
ed97a04e,e47a0164,5c998c8b,f44e8f69,00000055,0889805f,004c817d,08c50122
9f51f694,7542b5a4,e897e4bf,a12ce06b,00000055,e8134065,a0004075,48130010
0efe7ccb,43e92229,92d22c42,4750c402,00000055,00120c17,45104457,45024840
33d566f7,a2b8f2cf,b007cd7a,da092138,00000055,9005846d,9009006d,000c8400
0e10952c,0bb16514,8a1e90db,3f6c5710,00000055,0000904d,05205045,0520c008
8f7c522b,43a3a0b8,f72ef33b,97ad8e76,00000055,c40ef246,848d8247,40837001
